datoteka;vrsta;dimenzije;naslov / opis;koristi
rijec-dolazak.mp3;zvuk;—;izgovor: „dolazak”;sve igre
rijec-kasnjenje.png;slika;512×512;kašnjenje — delay (Putovanje);sve igre
rijec-kasnjenje.mp3;zvuk;—;izgovor: „kašnjenje”;sve igre
rijec-viza.png;slika;512×512;viza — visa (Putovanje);sve igre
rijec-viza.mp3;zvuk;—;izgovor: „viza”;sve igre
rijec-osiguranje.png;slika;512×512;osiguranje — insurance (Putovanje);sve igre
rijec-osiguranje.mp3;zvuk;—;izgovor: „osiguranje”;sve igre
rijec-razglednica.png;slika;512×512;razglednica — postcard (Putovanje);sve igre
rijec-razglednica.mp3;zvuk;—;izgovor: „razglednica”;sve igre
rijec-fotografija.png;slika;512×512;fotografija — photograph (Putovanje);sve igre
rijec-fotografija.mp3;zvuk;—;izgovor: „fotografija”;sve igre
rijec-avantura.png;slika;512×512;avantura — adventure (Putovanje);sve igre
rijec-avantura.mp3;zvuk;—;izgovor: „avantura”;sve igre
rijec-prijevod.png;slika;512×512;prijevod — translation (Putovanje);sve igre
rijec-prijevod.mp3;zvuk;—;izgovor: „prijevod”;sve igre
rijec-citati.png;slika;512×512;čitati — to read (Glagoli);sve igre
rijec-citati.mp3;zvuk;—;izgovor: „čitati”;sve igre
rijec-pisati.png;slika;512×512;pisati — to write (Glagoli);sve igre
rijec-pisati.mp3;zvuk;—;izgovor: „pisati”;sve igre
rijec-raditi.png;slika;512×512;raditi — to work (Glagoli);sve igre
rijec-raditi.mp3;zvuk;—;izgovor: „raditi”;sve igre
rijec-uciti.png;slika;512×512;učiti — to study (Glagoli);sve igre
rijec-uciti.mp3;zvuk;—;izgovor: „učiti”;sve igre
rijec-piti.png;slika;512×512;piti — to drink (Glagoli);sve igre
rijec-piti.mp3;zvuk;—;izgovor: „piti”;sve igre
rijec-jesti.png;slika;512×512;jesti — to eat (Glagoli);sve igre
rijec-jesti.mp3;zvuk;—;izgovor: „jesti”;sve igre
rijec-gledati.png;slika;512×512;gledati — to watch (Glagoli);sve igre
rijec-gledati.mp3;zvuk;—;izgovor: „gledati”;sve igre
rijec-slusati.png;slika;512×512;slušati — to listen (Glagoli);sve igre
rijec-slusati.mp3;zvuk;—;izgovor: „slušati”;sve igre
rijec-spavati.png;slika;512×512;spavati — to sleep (Glagoli);sve igre
rijec-spavati.mp3;zvuk;—;izgovor: „spavati”;sve igre
rijec-kuhati.png;slika;512×512;kuhati — to cook (Glagoli);sve igre
rijec-kuhati.mp3;zvuk;—;izgovor: „kuhati”;sve igre
rijec-pjevati.png;slika;512×512;pjevati — to sing (Glagoli);sve igre
rijec-pjevati.mp3;zvuk;—;izgovor: „pjevati”;sve igre
rijec-igrati.png;slika;512×512;igrati — to play (Glagoli);sve igre
rijec-igrati.mp3;zvuk;—;izgovor: „igrati”;sve igre
rijec-svirati.png;slika;512×512;svirati — to play music (Glagoli);sve igre
rijec-svirati.mp3;zvuk;—;izgovor: „svirati”;sve igre
rijec-plivati.png;slika;512×512;plivati — to swim (Glagoli);sve igre
rijec-plivati.mp3;zvuk;—;izgovor: „plivati”;sve igre
rijec-trcati.png;slika;512×512;trčati — to run (Glagoli);sve igre
rijec-trcati.mp3;zvuk;—;izgovor: „trčati”;sve igre
rijec-hodati.png;slika;512×512;hodati — to walk (Glagoli);sve igre
rijec-hodati.mp3;zvuk;—;izgovor: „hodati”;sve igre
rijec-putovati.png;slika;512×512;putovati — to travel (Glagoli);sve igre
rijec-putovati.mp3;zvuk;—;izgovor: „putovati”;sve igre
rijec-voziti.png;slika;512×512;voziti — to drive (Glagoli);sve igre
rijec-voziti.mp3;zvuk;—;izgovor: „voziti”;sve igre
rijec-cekati.png;slika;512×512;čekati — to wait (Glagoli);sve igre
rijec-cekati.mp3;zvuk;—;izgovor: „čekati”;sve igre
rijec-vidjeti.png;slika;512×512;vidjeti — to see (Glagoli);sve igre
rijec-vidjeti.mp3;zvuk;—;izgovor: „vidjeti”;sve igre
rijec-kupovati.png;slika;512×512;kupovati — to buy (Glagoli);sve igre
rijec-kupovati.mp3;zvuk;—;izgovor: „kupovati”;sve igre
rijec-slati.png;slika;512×512;slati — to send (Glagoli);sve igre
rijec-slati.mp3;zvuk;—;izgovor: „slati”;sve igre
rijec-nositi.png;slika;512×512;nositi — to carry (Glagoli);sve igre
rijec-nositi.mp3;zvuk;—;izgovor: „nositi”;sve igre
rijec-zivjeti.png;slika;512×512;živjeti — to live (Glagoli);sve igre
rijec-zivjeti.mp3;zvuk;—;izgovor: „živjeti”;sve igre
rijec-znati.png;slika;512×512;znati — to know (Glagoli);sve igre
rijec-znati.mp3;zvuk;—;izgovor: „znati”;sve igre
rijec-imati.png;slika;512×512;imati — to have (Glagoli);sve igre
rijec-imati.mp3;zvuk;—;izgovor: „imati”;sve igre
rijec-misliti.png;slika;512×512;misliti — to think (Glagoli);sve igre
rijec-misliti.mp3;zvuk;—;izgovor: „misliti”;sve igre
rijec-birati.png;slika;512×512;birati — to choose (Glagoli);sve igre
rijec-birati.mp3;zvuk;—;izgovor: „birati”;sve igre
rijec-naruciti.png;slika;512×512;naručiti — to order (Glagoli);sve igre
rijec-naruciti.mp3;zvuk;—;izgovor: „naručiti”;sve igre
rijec-sjediti.png;slika;512×512;sjediti — to sit (Glagoli);sve igre
rijec-sjediti.mp3;zvuk;—;izgovor: „sjediti”;sve igre
rijec-govoriti.png;slika;512×512;govoriti — to speak (Glagoli);sve igre
rijec-govoriti.mp3;zvuk;—;izgovor: „govoriti”;sve igre
rijec-razumjeti.png;slika;512×512;razumjeti — to understand (Glagoli);sve igre
rijec-razumjeti.mp3;zvuk;—;izgovor: „razumjeti”;sve igre
rijec-pitati.png;slika;512×512;pitati — to ask (Glagoli);sve igre
rijec-pitati.mp3;zvuk;—;izgovor: „pitati”;sve igre
rijec-odgovoriti.png;slika;512×512;odgovoriti — to answer (Glagoli);sve igre
rijec-odgovoriti.mp3;zvuk;—;izgovor: „odgovoriti”;sve igre
rijec-otvoriti.png;slika;512×512;otvoriti — to open (Glagoli);sve igre
rijec-otvoriti.mp3;zvuk;—;izgovor: „otvoriti”;sve igre
rijec-zatvoriti.png;slika;512×512;zatvoriti — to close (Glagoli);sve igre
rijec-zatvoriti.mp3;zvuk;—;izgovor: „zatvoriti”;sve igre
rijec-uzeti.png;slika;512×512;uzeti — to take (Glagoli);sve igre
rijec-uzeti.mp3;zvuk;—;izgovor: „uzeti”;sve igre
rijec-dati.png;slika;512×512;dati — to give (Glagoli);sve igre
rijec-dati.mp3;zvuk;—;izgovor: „dati”;sve igre
rijec-staviti.png;slika;512×512;staviti — to put (Glagoli);sve igre
rijec-staviti.mp3;zvuk;—;izgovor: „staviti”;sve igre
rijec-traziti.png;slika;512×512;tražiti — to look for (Glagoli);sve igre
rijec-traziti.mp3;zvuk;—;izgovor: „tražiti”;sve igre
rijec-naci.png;slika;512×512;naći — to find (Glagoli);sve igre
rijec-naci.mp3;zvuk;—;izgovor: „naći”;sve igre
rijec-izgubiti.png;slika;512×512;izgubiti — to lose (Glagoli);sve igre
rijec-izgubiti.mp3;zvuk;—;izgovor: „izgubiti”;sve igre
rijec-pomoci.png;slika;512×512;pomoći — to help (Glagoli);sve igre
rijec-pomoci.mp3;zvuk;—;izgovor: „pomoći”;sve igre
rijec-prodati.png;slika;512×512;prodati — to sell (Glagoli);sve igre
rijec-prodati.mp3;zvuk;—;izgovor: „prodati”;sve igre
rijec-platiti.png;slika;512×512;platiti — to pay (Glagoli);sve igre
rijec-platiti.mp3;zvuk;—;izgovor: „platiti”;sve igre
rijec-stedjeti.png;slika;512×512;štedjeti — to save (Glagoli);sve igre
rijec-stedjeti.mp3;zvuk;—;izgovor: „štedjeti”;sve igre
rijec-voljeti.png;slika;512×512;voljeti — to love (Glagoli);sve igre
rijec-voljeti.mp3;zvuk;—;izgovor: „voljeti”;sve igre
rijec-htjeti.png;slika;512×512;htjeti — to want (Glagoli);sve igre
rijec-htjeti.mp3;zvuk;—;izgovor: „htjeti”;sve igre
rijec-moci.png;slika;512×512;moći — to be able (Glagoli);sve igre
rijec-moci.mp3;zvuk;—;izgovor: „moći”;sve igre
rijec-morati.png;slika;512×512;morati — to have to (Glagoli);sve igre
rijec-morati.mp3;zvuk;—;izgovor: „morati”;sve igre
rijec-trebati.png;slika;512×512;trebati — to need (Glagoli);sve igre
rijec-trebati.mp3;zvuk;—;izgovor: „trebati”;sve igre
rijec-poceti.png;slika;512×512;početi — to start (Glagoli);sve igre
rijec-poceti.mp3;zvuk;—;izgovor: „početi”;sve igre
rijec-zavrsiti.png;slika;512×512;završiti — to finish (Glagoli);sve igre
rijec-zavrsiti.mp3;zvuk;—;izgovor: „završiti”;sve igre
rijec-nastaviti.png;slika;512×512;nastaviti — to continue (Glagoli);sve igre
rijec-nastaviti.mp3;zvuk;—;izgovor: „nastaviti”;sve igre
rijec-stati.png;slika;512×512;stati — to stop (Glagoli);sve igre
rijec-stati.mp3;zvuk;—;izgovor: „stati”;sve igre
rijec-doci.png;slika;512×512;doći — to come (Glagoli);sve igre
rijec-doci.mp3;zvuk;—;izgovor: „doći”;sve igre
rijec-otici.png;slika;512×512;otići — to leave (Glagoli);sve igre
rijec-otici.mp3;zvuk;—;izgovor: „otići”;sve igre
rijec-vratiti-se.png;slika;512×512;vratiti se — to return (Glagoli);sve igre
rijec-vratiti-se.mp3;zvuk;—;izgovor: „vratiti se”;sve igre
rijec-ustati.png;slika;512×512;ustati — to get up (Glagoli);sve igre
rijec-ustati.mp3;zvuk;—;izgovor: „ustati”;sve igre
rijec-oprati.png;slika;512×512;oprati — to wash (Glagoli);sve igre
rijec-oprati.mp3;zvuk;—;izgovor: „oprati”;sve igre
rijec-ocistiti.png;slika;512×512;očistiti — to clean (Glagoli);sve igre
rijec-ocistiti.mp3;zvuk;—;izgovor: „očistiti”;sve igre
rijec-peci.png;slika;512×512;peći — to bake (Glagoli);sve igre
rijec-peci.mp3;zvuk;—;izgovor: „peći”;sve igre
rijec-rezati.png;slika;512×512;rezati — to cut (Glagoli);sve igre
rijec-rezati.mp3;zvuk;—;izgovor: „rezati”;sve igre
rijec-graditi.png;slika;512×512;graditi — to build (Glagoli);sve igre
rijec-graditi.mp3;zvuk;—;izgovor: „graditi”;sve igre
rijec-popraviti.png;slika;512×512;popraviti — to fix (Glagoli);sve igre
rijec-popraviti.mp3;zvuk;—;izgovor: „popraviti”;sve igre
rijec-crtati.png;slika;512×512;crtati — to draw (Glagoli);sve igre
rijec-crtati.mp3;zvuk;—;izgovor: „crtati”;sve igre
rijec-plesati.png;slika;512×512;plesati — to dance (Glagoli);sve igre
rijec-plesati.mp3;zvuk;—;izgovor: „plesati”;sve igre
rijec-smijati-se.png;slika;512×512;smijati se — to laugh (Glagoli);sve igre
rijec-smijati-se.mp3;zvuk;—;izgovor: „smijati se”;sve igre
rijec-plakati.png;slika;512×512;plakati — to cry (Glagoli);sve igre
rijec-plakati.mp3;zvuk;—;izgovor: „plakati”;sve igre
rijec-vikati.png;slika;512×512;vikati — to shout (Glagoli);sve igre
rijec-vikati.mp3;zvuk;—;izgovor: „vikati”;sve igre
rijec-sutjeti.png;slika;512×512;šutjeti — to be silent (Glagoli);sve igre
rijec-sutjeti.mp3;zvuk;—;izgovor: „šutjeti”;sve igre
rijec-zvati.png;slika;512×512;zvati — to call (Glagoli);sve igre
rijec-zvati.mp3;zvuk;—;izgovor: „zvati”;sve igre
rijec-prevoditi.png;slika;512×512;prevoditi — to translate (Glagoli);sve igre
rijec-prevoditi.mp3;zvuk;—;izgovor: „prevoditi”;sve igre
rijec-ponoviti.png;slika;512×512;ponoviti — to repeat (Glagoli);sve igre
rijec-ponoviti.mp3;zvuk;—;izgovor: „ponoviti”;sve igre
rijec-zapamtiti.png;slika;512×512;zapamtiti — to memorise (Glagoli);sve igre
rijec-zapamtiti.mp3;zvuk;—;izgovor: „zapamtiti”;sve igre
rijec-zaboraviti.png;slika;512×512;zaboraviti — to forget (Glagoli);sve igre
rijec-zaboraviti.mp3;zvuk;—;izgovor: „zaboraviti”;sve igre
rijec-vjerovati.png;slika;512×512;vjerovati — to believe (Glagoli);sve igre
rijec-vjerovati.mp3;zvuk;—;izgovor: „vjerovati”;sve igre
rijec-nadati-se.png;slika;512×512;nadati se — to hope (Glagoli);sve igre
rijec-nadati-se.mp3;zvuk;—;izgovor: „nadati se”;sve igre
rijec-bojati-se.png;slika;512×512;bojati se — to be afraid (Glagoli);sve igre
rijec-bojati-se.mp3;zvuk;—;izgovor: „bojati se”;sve igre
rijec-odmarati.png;slika;512×512;odmarati — to rest (Glagoli);sve igre
rijec-odmarati.mp3;zvuk;—;izgovor: „odmarati”;sve igre
rijec-setati.png;slika;512×512;šetati — to stroll (Glagoli);sve igre
rijec-setati.mp3;zvuk;—;izgovor: „šetati”;sve igre
rijec-penjati-se.png;slika;512×512;penjati se — to climb (Glagoli);sve igre
rijec-penjati-se.mp3;zvuk;—;izgovor: „penjati se”;sve igre
rijec-skakati.png;slika;512×512;skakati — to jump (Glagoli);sve igre
rijec-skakati.mp3;zvuk;—;izgovor: „skakati”;sve igre
rijec-letjeti.png;slika;512×512;letjeti — to fly (Glagoli);sve igre
rijec-letjeti.mp3;zvuk;—;izgovor: „letjeti”;sve igre
rijec-padati.png;slika;512×512;padati — to fall (Glagoli);sve igre
rijec-padati.mp3;zvuk;—;izgovor: „padati”;sve igre
rijec-cuvati.png;slika;512×512;čuvati — to guard (Glagoli);sve igre
rijec-cuvati.mp3;zvuk;—;izgovor: „čuvati”;sve igre
rijec-slaviti.png;slika;512×512;slaviti — to celebrate (Glagoli);sve igre
rijec-slaviti.mp3;zvuk;—;izgovor: „slaviti”;sve igre
rijec-pozvati.png;slika;512×512;pozvati — to invite (Glagoli);sve igre
rijec-pozvati.mp3;zvuk;—;izgovor: „pozvati”;sve igre
rijec-upoznati.png;slika;512×512;upoznati — to meet (Glagoli);sve igre
rijec-upoznati.mp3;zvuk;—;izgovor: „upoznati”;sve igre
rijec-pripremiti.png;slika;512×512;pripremiti — to prepare (Glagoli);sve igre
rijec-pripremiti.mp3;zvuk;—;izgovor: „pripremiti”;sve igre
rijec-mjeriti.png;slika;512×512;mjeriti — to measure (Glagoli);sve igre
rijec-mjeriti.mp3;zvuk;—;izgovor: „mjeriti”;sve igre
rijec-brojati.png;slika;512×512;brojati — to count (Glagoli);sve igre
rijec-brojati.mp3;zvuk;—;izgovor: „brojati”;sve igre
rijec-sanjati.png;slika;512×512;sanjati — to dream (Glagoli);sve igre
rijec-sanjati.mp3;zvuk;—;izgovor: „sanjati”;sve igre
rijec-probuditi-se.png;slika;512×512;probuditi se — to wake up (Glagoli);sve igre
rijec-probuditi-se.mp3;zvuk;—;izgovor: „probuditi se”;sve igre
rijec-obuci-se.png;slika;512×512;obući se — to get dressed (Glagoli);sve igre
rijec-obuci-se.mp3;zvuk;—;izgovor: „obući se”;sve igre
rijec-kupati-se.png;slika;512×512;kupati se — to bathe (Glagoli);sve igre
rijec-kupati-se.mp3;zvuk;—;izgovor: „kupati se”;sve igre
rijec-odluciti.png;slika;512×512;odlučiti — to decide (Glagoli);sve igre
rijec-odluciti.mp3;zvuk;—;izgovor: „odlučiti”;sve igre
rijec-pokusati.png;slika;512×512;pokušati — to try (Glagoli);sve igre
rijec-pokusati.mp3;zvuk;—;izgovor: „pokušati”;sve igre
rijec-uspjeti.png;slika;512×512;uspjeti — to succeed (Glagoli);sve igre
rijec-uspjeti.mp3;zvuk;—;izgovor: „uspjeti”;sve igre
rijec-velik.png;slika;512×512;velik — big (Pridjevi);sve igre
rijec-velik.mp3;zvuk;—;izgovor: „velik”;sve igre
rijec-mali.png;slika;512×512;mali — small (Pridjevi);sve igre
rijec-mali.mp3;zvuk;—;izgovor: „mali”;sve igre
rijec-nov.png;slika;512×512;nov — new (Pridjevi);sve igre
rijec-nov.mp3;zvuk;—;izgovor: „nov”;sve igre
rijec-star.png;slika;512×512;star — old (Pridjevi);sve igre
rijec-star.mp3;zvuk;—;izgovor: „star”;sve igre
rijec-dobar.png;slika;512×512;dobar — good (Pridjevi);sve igre
rijec-dobar.mp3;zvuk;—;izgovor: „dobar”;sve igre
rijec-lijep.png;slika;512×512;lijep — beautiful (Pridjevi);sve igre
rijec-lijep.mp3;zvuk;—;izgovor: „lijep”;sve igre
rijec-topao.png;slika;512×512;topao — warm (Pridjevi);sve igre
rijec-topao.mp3;zvuk;—;izgovor: „topao”;sve igre
rijec-hladan.png;slika;512×512;hladan — cold (Pridjevi);sve igre
rijec-hladan.mp3;zvuk;—;izgovor: „hladan”;sve igre
rijec-brz.png;slika;512×512;brz — fast (Pridjevi);sve igre
rijec-brz.mp3;zvuk;—;izgovor: „brz”;sve igre
rijec-spor.png;slika;512×512;spor — slow (Pridjevi);sve igre
rijec-spor.mp3;zvuk;—;izgovor: „spor”;sve igre
rijec-sladak.png;slika;512×512;sladak — sweet (Pridjevi);sve igre
rijec-sladak.mp3;zvuk;—;izgovor: „sladak”;sve igre
rijec-skup.png;slika;512×512;skup — expensive (Pridjevi);sve igre
rijec-skup.mp3;zvuk;—;izgovor: „skup”;sve igre
rijec-svjez.png;slika;512×512;svjež — fresh (Pridjevi);sve igre
rijec-svjez.mp3;zvuk;—;izgovor: „svjež”;sve igre
rijec-gladan.png;slika;512×512;gladan — hungry (Pridjevi);sve igre
rijec-gladan.mp3;zvuk;—;izgovor: „gladan”;sve igre
rijec-umoran.png;slika;512×512;umoran — tired (Pridjevi);sve igre
rijec-umoran.mp3;zvuk;—;izgovor: „umoran”;sve igre
rijec-sretan.png;slika;512×512;sretan — happy (Pridjevi);sve igre
rijec-sretan.mp3;zvuk;—;izgovor: „sretan”;sve igre
rijec-jak.png;slika;512×512;jak — strong (Pridjevi);sve igre
rijec-jak.mp3;zvuk;—;izgovor: „jak”;sve igre
rijec-visok.png;slika;512×512;visok — tall (Pridjevi);sve igre
rijec-visok.mp3;zvuk;—;izgovor: „visok”;sve igre
rijec-dug.png;slika;512×512;dug — long (Pridjevi);sve igre
rijec-dug.mp3;zvuk;—;izgovor: „dug”;sve igre
rijec-tezak.png;slika;512×512;težak — heavy (Pridjevi);sve igre
rijec-tezak.mp3;zvuk;—;izgovor: „težak”;sve igre
rijec-zdrav.png;slika;512×512;zdrav — healthy (Pridjevi);sve igre
rijec-zdrav.mp3;zvuk;—;izgovor: „zdrav”;sve igre
rijec-ukusan.png;slika;512×512;ukusan — tasty (Pridjevi);sve igre
rijec-ukusan.mp3;zvuk;—;izgovor: „ukusan”;sve igre
rijec-zanimljiv.png;slika;512×512;zanimljiv — interesting (Pridjevi);sve igre
rijec-zanimljiv.mp3;zvuk;—;izgovor: „zanimljiv”;sve igre
rijec-smijesan.png;slika;512×512;smiješan — funny (Pridjevi);sve igre
rijec-smijesan.mp3;zvuk;—;izgovor: „smiješan”;sve igre
rijec-los.png;slika;512×512;loš — bad (Pridjevi);sve igre
rijec-los.mp3;zvuk;—;izgovor: „loš”;sve igre
rijec-ruzan.png;slika;512×512;ružan — ugly (Pridjevi);sve igre
rijec-ruzan.mp3;zvuk;—;izgovor: „ružan”;sve igre
rijec-jeftin.png;slika;512×512;jeftin — cheap (Pridjevi);sve igre
rijec-jeftin.mp3;zvuk;—;izgovor: „jeftin”;sve igre
rijec-kratak.png;slika;512×512;kratak — short (Pridjevi);sve igre
rijec-kratak.mp3;zvuk;—;izgovor: „kratak”;sve igre
rijec-nizak.png;slika;512×512;nizak — low (Pridjevi);sve igre
rijec-nizak.mp3;zvuk;—;izgovor: „nizak”;sve igre
rijec-sirok.png;slika;512×512;širok — wide (Pridjevi);sve igre
rijec-sirok.mp3;zvuk;—;izgovor: „širok”;sve igre
rijec-uzak.png;slika;512×512;uzak — narrow (Pridjevi);sve igre
rijec-uzak.mp3;zvuk;—;izgovor: „uzak”;sve igre
rijec-debeo.png;slika;512×512;debeo — thick (Pridjevi);sve igre
rijec-debeo.mp3;zvuk;—;izgovor: „debeo”;sve igre
rijec-tanak.png;slika;512×512;tanak — thin (Pridjevi);sve igre
rijec-tanak.mp3;zvuk;—;izgovor: „tanak”;sve igre
rijec-pun.png;slika;512×512;pun — full (Pridjevi);sve igre
rijec-pun.mp3;zvuk;—;izgovor: „pun”;sve igre
rijec-prazan.png;slika;512×512;prazan — empty (Pridjevi);sve igre
rijec-prazan.mp3;zvuk;—;izgovor: „prazan”;sve igre
rijec-cist.png;slika;512×512;čist — clean (Pridjevi);sve igre
rijec-cist.mp3;zvuk;—;izgovor: „čist”;sve igre
rijec-prljav.png;slika;512×512;prljav — dirty (Pridjevi);sve igre
rijec-prljav.mp3;zvuk;—;izgovor: „prljav”;sve igre
rijec-mokar.png;slika;512×512;mokar — wet (Pridjevi);sve igre
rijec-mokar.mp3;zvuk;—;izgovor: „mokar”;sve igre
rijec-suh.png;slika;512×512;suh — dry (Pridjevi);sve igre
rijec-suh.mp3;zvuk;—;izgovor: „suh”;sve igre
rijec-glasan.png;slika;512×512;glasan — loud (Pridjevi);sve igre
rijec-glasan.mp3;zvuk;—;izgovor: „glasan”;sve igre
rijec-tih.png;slika;512×512;tih — quiet (Pridjevi);sve igre
rijec-tih.mp3;zvuk;—;izgovor: „tih”;sve igre
rijec-svijetao.png;slika;512×512;svijetao — bright (Pridjevi);sve igre
rijec-svijetao.mp3;zvuk;—;izgovor: „svijetao”;sve igre
rijec-taman.png;slika;512×512;taman — dark (Pridjevi);sve igre
rijec-taman.mp3;zvuk;—;izgovor: „taman”;sve igre
rijec-mek.png;slika;512×512;mek — soft (Pridjevi);sve igre
rijec-mek.mp3;zvuk;—;izgovor: „mek”;sve igre
rijec-tvrd.png;slika;512×512;tvrd — hard (Pridjevi);sve igre
rijec-tvrd.mp3;zvuk;—;izgovor: „tvrd”;sve igre
rijec-lagan.png;slika;512×512;lagan — light (Pridjevi);sve igre
rijec-lagan.mp3;zvuk;—;izgovor: „lagan”;sve igre
rijec-bogat.png;slika;512×512;bogat — rich (Pridjevi);sve igre
rijec-bogat.mp3;zvuk;—;izgovor: „bogat”;sve igre
rijec-siromasan.png;slika;512×512;siromašan — poor (Pridjevi);sve igre
rijec-siromasan.mp3;zvuk;—;izgovor: „siromašan”;sve igre
rijec-mlad.png;slika;512×512;mlad — young (Pridjevi);sve igre
rijec-mlad.mp3;zvuk;—;izgovor: „mlad”;sve igre
rijec-pametan.png;slika;512×512;pametan — smart (Pridjevi);sve igre
rijec-pametan.mp3;zvuk;—;izgovor: „pametan”;sve igre
rijec-ljubazan.png;slika;512×512;ljubazan — kind (Pridjevi);sve igre
rijec-ljubazan.mp3;zvuk;—;izgovor: „ljubazan”;sve igre
rijec-strog.png;slika;512×512;strog — strict (Pridjevi);sve igre
rijec-strog.mp3;zvuk;—;izgovor: „strog”;sve igre
rijec-hrabar.png;slika;512×512;hrabar — brave (Pridjevi);sve igre
rijec-hrabar.mp3;zvuk;—;izgovor: „hrabar”;sve igre
rijec-tuzan.png;slika;512×512;tužan — sad (Pridjevi);sve igre
rijec-tuzan.mp3;zvuk;—;izgovor: „tužan”;sve igre
rijec-ljut.png;slika;512×512;ljut — angry (Pridjevi);sve igre
rijec-ljut.mp3;zvuk;—;izgovor: „ljut”;sve igre
rijec-miran.png;slika;512×512;miran — calm (Pridjevi);sve igre
rijec-miran.mp3;zvuk;—;izgovor: „miran”;sve igre
rijec-zauzet.png;slika;512×512;zauzet — busy (Pridjevi);sve igre
rijec-zauzet.mp3;zvuk;—;izgovor: „zauzet”;sve igre
rijec-slobodan.png;slika;512×512;slobodan — free (Pridjevi);sve igre
rijec-slobodan.mp3;zvuk;—;izgovor: „slobodan”;sve igre
rijec-spreman.png;slika;512×512;spreman — ready (Pridjevi);sve igre
rijec-spreman.mp3;zvuk;—;izgovor: „spreman”;sve igre
rijec-vazan.png;slika;512×512;važan — important (Pridjevi);sve igre
rijec-vazan.mp3;zvuk;—;izgovor: „važan”;sve igre
rijec-lak.png;slika;512×512;lak — easy (Pridjevi);sve igre
rijec-lak.mp3;zvuk;—;izgovor: „lak”;sve igre
rijec-poznat.png;slika;512×512;poznat — famous (Pridjevi);sve igre
rijec-poznat.mp3;zvuk;—;izgovor: „poznat”;sve igre
rijec-cudan.png;slika;512×512;čudan — strange (Pridjevi);sve igre
rijec-cudan.mp3;zvuk;—;izgovor: „čudan”;sve igre
rijec-obican.png;slika;512×512;običan — ordinary (Pridjevi);sve igre
rijec-obican.mp3;zvuk;—;izgovor: „običan”;sve igre
rijec-poseban.png;slika;512×512;poseban — special (Pridjevi);sve igre
rijec-poseban.mp3;zvuk;—;izgovor: „poseban”;sve igre
rijec-slican.png;slika;512×512;sličan — similar (Pridjevi);sve igre
rijec-slican.mp3;zvuk;—;izgovor: „sličan”;sve igre
rijec-razlicit.png;slika;512×512;različit — different (Pridjevi);sve igre
rijec-razlicit.mp3;zvuk;—;izgovor: „različit”;sve igre
rijec-siguran.png;slika;512×512;siguran — safe (Pridjevi);sve igre
rijec-siguran.mp3;zvuk;—;izgovor: „siguran”;sve igre
rijec-opasan.png;slika;512×512;opasan — dangerous (Pridjevi);sve igre
rijec-opasan.mp3;zvuk;—;izgovor: „opasan”;sve igre
rijec-koristan.png;slika;512×512;koristan — useful (Pridjevi);sve igre
rijec-koristan.mp3;zvuk;—;izgovor: „koristan”;sve igre
rijec-dosadan.png;slika;512×512;dosadan — boring (Pridjevi);sve igre
rijec-dosadan.mp3;zvuk;—;izgovor: „dosadan”;sve igre
rijec-ostar.png;slika;512×512;oštar — sharp (Pridjevi);sve igre
rijec-ostar.mp3;zvuk;—;izgovor: „oštar”;sve igre
rijec-gorak.png;slika;512×512;gorak — bitter (Pridjevi);sve igre
rijec-gorak.mp3;zvuk;—;izgovor: „gorak”;sve igre
rijec-kiseo.png;slika;512×512;kiseo — sour (Pridjevi);sve igre
rijec-kiseo.mp3;zvuk;—;izgovor: „kiseo”;sve igre
rijec-slan.png;slika;512×512;slan — salty (Pridjevi);sve igre
rijec-slan.mp3;zvuk;—;izgovor: „slan”;sve igre
rijec-pikantan.png;slika;512×512;pikantan — spicy (Pridjevi);sve igre
rijec-pikantan.mp3;zvuk;—;izgovor: „pikantan”;sve igre
rijec-vruc.png;slika;512×512;vruć — hot (Pridjevi);sve igre
rijec-vruc.mp3;zvuk;—;izgovor: „vruć”;sve igre
rijec-bolestan.png;slika;512×512;bolestan — ill (Pridjevi);sve igre
rijec-bolestan.mp3;zvuk;—;izgovor: „bolestan”;sve igre
rijec-danas.png;slika;512×512;danas — today (Prilozi);sve igre
rijec-danas.mp3;zvuk;—;izgovor: „danas”;sve igre
rijec-sutra.png;slika;512×512;sutra — tomorrow (Prilozi);sve igre
rijec-sutra.mp3;zvuk;—;izgovor: „sutra”;sve igre
rijec-jucer.png;slika;512×512;jučer — yesterday (Prilozi);sve igre
rijec-jucer.mp3;zvuk;—;izgovor: „jučer”;sve igre
rijec-sada.png;slika;512×512;sada — now (Prilozi);sve igre
rijec-sada.mp3;zvuk;—;izgovor: „sada”;sve igre
rijec-uvijek.png;slika;512×512;uvijek — always (Prilozi);sve igre
rijec-uvijek.mp3;zvuk;—;izgovor: „uvijek”;sve igre
rijec-nikad.png;slika;512×512;nikad — never (Prilozi);sve igre
rijec-nikad.mp3;zvuk;—;izgovor: „nikad”;sve igre
rijec-cesto.png;slika;512×512;često — often (Prilozi);sve igre
rijec-cesto.mp3;zvuk;—;izgovor: „često”;sve igre
rijec-ponekad.png;slika;512×512;ponekad — sometimes (Prilozi);sve igre
rijec-ponekad.mp3;zvuk;—;izgovor: „ponekad”;sve igre
rijec-rano.png;slika;512×512;rano — early (Prilozi);sve igre
rijec-rano.mp3;zvuk;—;izgovor: „rano”;sve igre
